Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.799322098,-0.00316087529063225,0.0424385070800781,-0.012987494468689,0.0444937414516131
0.809322098,0.00887647643685341,0.0544567108154297,-0.0189899504184723,0.0583518928884521
0.819322098,0.00393390562385321,0.0281753540039063,-0.00826165080070496,0.0296239946775517
0.829322098,-0.0128679573535919,0.0449695587158203,-0.0145165920257568,0.0489752690813612
0.839322098,-0.00799823179841042,0.0497865676879883,-0.0232207179069519,0.0555146446819754
0.849321864,-0.00546696037054062,0.0378684997558594,-0.0150689780712128,0.0411215883638178
0.859321864,0.00681881327182055,0.037898063659668,-0.00689795613288879,0.0391195762042415
0.869321864,-0.00986534170806408,0.0307521820068359,-0.0204629302024841,0.0382328808445057
0.879321864,0.00226823729462922,0.0427637100219727,-0.0171498656272888,0.0461302253007957
0.889321864,0.00242298934608698,0.0404348373413086,-0.0112105309963226,0.0420300244278878
0.899321864,0.00249444716610014,0.0476417541503906,-0.0199076235294342,0.0516940275058968
0.909321864,0.00974682904779911,0.0357065200805664,-0.0119113922119141,0.038882354830655
0.919321864,0.00233531114645302,0.0309514999389648,-0.0183890461921692,0.0360777777375523
0.929322064,-0.00727576296776533,0.0357704162597656,0.00389701128005981,0.0367102996865583
0.939322297,-0.0120498463511467,0.0405750274658203,-0.000425547361373901,0.0423286279188812
0.949322297,0.0121245188638568,0.0334186553955078,-1.05202198028564E-05,0.0355501138788436
0.959322297,0.0193538125604391,0.0549545288085938,0.00238075852394104,0.0583115623898768
0.969322297,-0.0122341895475984,0.0334196090698242,-0.0045025646686554,0.0358722560325088
0.979322297,-0.0384751297533512,-0.0743141174316406,-0.358931541442871,0.368557695757037
0.989322063,0.886249899864197,-0.670219421386719,-5.66857481002808,5.77644989026115
0.999322296,-0.298347800970078,0.286423683166504,-5.80761289596558,5.82232062720768
1.009322296,-1.16954708099365,-0.400971412658691,-3.04037308692932,3.28214669936528
1.019322296,-0.636821031570435,-0.203095436096191,-1.69431507587433,1.8213984623768
1.029322296,0.746273398399353,-0.183704376220703,-0.911219358444214,1.19205369099074
1.039322296,0.965630829334259,-0.155046463012695,-0.765690326690674,1.24208050489539
1.049322529,0.588609158992767,-0.210044860839844,-0.377197831869125,0.729971088456366
1.059322529,0.0586097911000252,-0.322020530700684,-0.54456102848053,0.635357414016167
1.069322529,-0.613551735877991,-0.531431198120117,-0.757432222366333,1.11021098103607
1.079322529,-0.66931962966919,-0.564994812011719,-0.971101343631744,1.30776363455482
1.089322529,-0.235699251294136,-0.525156974792481,-1.21144151687622,1.34124365200554
1.099322295,0.0413248240947723,-0.523755073547363,-1.42762041091919,1.52122554403551
1.109322295,0.444419354200363,-0.624627113342285,-1.65250015258789,1.82165428866544
1.119322295,0.43590772151947,-0.728575706481934,-1.94057357311249,2.11817466098018
1.129322295,0.112293347716331,-0.996891021728516,-2.27106285095215,2.48276619481561
1.139322295,-0.0550206080079079,-1.36074638366699,-2.69664978981018,3.02102268724544
1.149322295,0.0176895335316658,-1.50655555725098,-2.96648907661438,3.32717297541814
1.159322295,0.0926805511116982,-1.85418510437012,-3.32631182670593,3.80932309660209
1.169322295,0.201687604188919,-2.26865530014038,-3.74337005615234,4.3818140236478
1.179322295,0.216780453920364,-3.35617923736572,-4.25288963317871,5.42199253693009
1.189322495,0.0842792540788651,-5.23013782501221,-4.82651662826538,7.11735255725145
1.199322495,-0.219004690647125,-5.97420501708984,-5.49401426315308,8.11931532608978
1.209322495,-3.79816508293152,3.74623107910156,-4.16488981246948,6.76805824777231
1.219322495,-0.228696405887604,-5.85312032699585,-10.9182415008545,12.3902912427166
1.229322295,0.0351161770522594,-4.95222282409668,-5.17959976196289,7.16617036774321
1.239322061,-0.282193243503571,-4.26772689819336,-3.17646646499634,5.327575912879
1.249322061,-1.05284178256989,-9.83614253997803,-11.2479295730591,14.9791219891684
1.259322427,0.588137030601502,-9.21508598327637,-8.56963539123535,12.5977127124195
1.269322427,-0.209269523620605,-10.7179040908813,-7.54966926574707,13.1116272009623
1.279322427,-0.207352846860886,-11.6634511947632,-10.0276851654053,15.3828982559274
1.289322427,-0.390917986631393,-13.8582534790039,-9.03772640228272,16.5494563319498
1.29932266,-0.532235026359558,-16.3212108612061,-7.63970756530762,18.0285975545147
1.30932266,-0.95324969291687,-15.5668411254883,64.3970260620117,66.2586763619275
1.31932266,2.0274612903595,-10.3493671417236,29.0304527282715,30.88668297384
1.32932266,-0.0738902911543846,0.470935761928558,-11.2785701751709,11.2886396639828
1.33932266,-0.096776470541954,0.442968130111694,-9.93596267700195,9.94630286932391
1.349322426,-0.0893293172121048,0.310171782970428,-9.84486484527588,9.85015482536257
1.359322426,-0.120961122214794,0.185823440551758,-9.85930252075195,9.86179538115914
1.369322426,-0.13818322122097,-0.0291064977645874,-9.96259593963623,9.96359672243389
1.379322426,-0.116783022880554,-0.508636593818665,-9.85549736022949,9.86930482235173
1.389322426,-0.282448440790176,-3.28815221786499,-4.48604822158814,5.56923251229192
1.399322426,-0.382098078727722,-5.37934255599976,7.30772972106934,9.08219350998191
1.409322426,0.714626967906952,-0.890881240367889,15.4653739929199,15.5074870249368
1.419322426,0.517735958099365,0.664242506027222,10.6665687561035,10.6997643739386
1.429322426,-0.229759216308594,-0.249456167221069,-2.55246257781982,2.57489473338503
1.439322659,-0.305549085140228,-0.42435884475708,-4.22062349319458,4.25289352604314
1.449322659,-0.485432386398315,-0.594010829925537,-0.614490509033203,0.982899818661635
1.459322659,-0.487492978572845,-0.393985480070114,2.55837440490723,2.63403750131776
1.469322659,0.109363831579685,0.820888757705689,1.83092784881592,2.00950630448254
1.479322659,0.47879821062088,1.32863855361938,-1.85610342025757,2.33230530577569
1.489322692,0.0958798974752426,0.942052841186523,-3.01042461395264,3.15583790246257
1.499322692,-0.250138759613037,0.270167082548142,-0.263833999633789,0.452954778003373
1.509322692,-0.284772634506226,-0.626265168190002,2.26991367340088,2.3718793390356
1.519322692,-0.0628422051668167,-0.231493204832077,0.714107513427734,0.753317852813536
1.529322692,0.0197338461875916,0.524308562278748,-0.657570838928223,0.841242118163926
1.539322692,-0.0638085305690765,0.415836870670319,-0.619548797607422,0.74888753775121
1.549322925,-0.0562614277005196,0.155253708362579,-0.00219154357910156,0.165148009586833
1.559322558,-0.0615199655294418,0.0184098184108734,0.357026100158691,0.36275510164185
1.569322558,-0.129399359226227,0.190754950046539,0.0124959945678711,0.230841493271154
1.579322558,-0.0498034805059433,0.42584627866745,-0.382610321044922,0.574644322599223
1.589322558,-0.0585459694266319,0.120876237750053,-0.0379753112792969,0.139573706891631
1.599322658,-0.0921460837125778,0.0693096071481705,0.23738956451416,0.263910075076382
1.609322658,-0.0977207720279694,0.1831014752388,-0.104907035827637,0.232553188940742
