pressure,volume,temp 47
 8.0, 4.0,
 8.0, 3.8,
 8.5, 3.6,
 9.0, 3.4,
 10.0, 3.2,
 10.5, 3.0,
 11.0, 2.8,
 12.0, 2.6,
 13.0, 2.4,
 14.0, 2.2,
 15.5, 2.0,
 17.0, 1.8,
 19.0, 1.6,
 21.5, 1.4,
 24.0, 1.2,
 28.0, 1.0,
 32.0, 0.8,
37.5, 0.6,
41.0, 0.4,
47.0, 0.3,
